,date,tmin
114,23/04/1968,7.104249839
115,24/04/1968,7.032338469
116,25/04/1968,3.781579006
117,26/04/1968,3.393115601
118,27/04/1968,8.344839824
119,28/04/1968,7.947224763
120,29/04/1968,7.495437632
121,30/04/1968,6.850498039
122,01/05/1968,3.956805599
123,02/05/1968,6.507142195
124,03/05/1968,3.004266205
125,04/05/1968,2.22265316
126,05/05/1968,4.438716017
127,06/05/1968,3.690382771
128,07/05/1968,0.681291652
129,08/05/1968,1.436762709
130,09/05/1968,1.400387517
131,10/05/1968,5.178875302
132,11/05/1968,5.999220112
133,12/05/1968,1.001293413
134,13/05/1968,3.162846435
135,14/05/1968,4.289826141
136,15/05/1968,7.076457527
137,16/05/1968,5.506226395
138,17/05/1968,1.659010074
139,18/05/1968,1.869142455
140,19/05/1968,4.239881382
141,20/05/1968,2.092487937
142,21/05/1968,6.658603058
143,22/05/1968,6.282349853
144,23/05/1968,6.785107079
145,24/05/1968,8.180088427
146,25/05/1968,9.18016204
147,26/05/1968,9.056492394
148,27/05/1968,8.309341137
149,28/05/1968,7.376103016
150,29/05/1968,8.231647553
151,30/05/1968,8.820824944
152,31/05/1968,10.81060343
153,01/06/1968,7.8201016
154,02/06/1968,9.749534486
155,03/06/1968,9.356207661
156,04/06/1968,10.89706728
157,05/06/1968,7.73401424
158,06/06/1968,6.597096581
159,07/06/1968,8.164953542
160,08/06/1968,6.545486614
161,09/06/1968,5.276773477
162,10/06/1968,8.9026315
163,11/06/1968,10.75473636
164,12/06/1968,10.78640386
165,13/06/1968,10.54539318
166,14/06/1968,10.69185065
167,15/06/1968,10.59423505
168,16/06/1968,10.59456015
169,17/06/1968,11.07000345
170,18/06/1968,11.19611216
171,19/06/1968,8.757910318
172,20/06/1968,10.01308744
173,21/06/1968,9.278931154
174,22/06/1968,8.156327621
175,23/06/1968,8.845629794
176,24/06/1968,6.489232589
177,25/06/1968,7.842229696
178,26/06/1968,9.287093775
179,27/06/1968,6.525237695
180,28/06/1968,5.803248661
181,29/06/1968,7.991470608
182,30/06/1968,12.86511486
183,01/07/1968,13.23673449
184,02/07/1968,12.02893058
185,03/07/1968,10.473986
186,04/07/1968,9.0543544
187,05/07/1968,9.456455897
188,06/07/1968,7.760133312
189,07/07/1968,9.297210104
190,08/07/1968,9.781867381
191,09/07/1968,9.790647469
192,10/07/1968,8.33780468
193,11/07/1968,10.12516504
194,12/07/1968,8.312840962
195,13/07/1968,7.927366801
196,14/07/1968,8.925735876
197,15/07/1968,9.239771249
198,16/07/1968,11.01088795
199,17/07/1968,10.72486702
200,18/07/1968,10.36542906
201,19/07/1968,9.533682197
202,20/07/1968,12.88137118
203,21/07/1968,12.86328598
204,22/07/1968,10.86826832
205,23/07/1968,10.36126942
206,24/07/1968,9.152865333
207,25/07/1968,8.289332476
208,26/07/1968,11.37430129
209,27/07/1968,11.59850204
210,28/07/1968,12.20849679
211,29/07/1968,9.839005298
212,30/07/1968,12.0696166
213,31/07/1968,12.36186237
214,01/08/1968,10.17174641
215,02/08/1968,10.97825997
216,03/08/1968,11.54825012
217,04/08/1968,9.979515642
218,05/08/1968,11.78962569
219,06/08/1968,10.50481662
220,07/08/1968,11.14146242
221,08/08/1968,10.22045716
222,09/08/1968,10.80659192
223,10/08/1968,7.314462198
224,11/08/1968,9.700859597
225,12/08/1968,7.178987319
226,13/08/1968,13.58186414
227,14/08/1968,10.13723874
228,15/08/1968,6.450573495
229,16/08/1968,7.627345051
230,17/08/1968,5.683612313
231,18/08/1968,7.398768713
232,19/08/1968,5.051651614
233,20/08/1968,11.40164248
234,21/08/1968,12.75778345
235,22/08/1968,14.91729107
236,23/08/1968,14.0137333
237,24/08/1968,10.01395855
238,25/08/1968,9.017002096
239,26/08/1968,9.972426165
240,27/08/1968,10.47797626
241,28/08/1968,11.61232954
242,29/08/1968,10.64330208
243,30/08/1968,7.873211288
244,31/08/1968,9.573298262
245,01/09/1968,8.129575701
246,02/09/1968,10.33992799
247,03/09/1968,11.03519335
248,04/09/1968,10.86666449
249,05/09/1968,9.266902988
250,06/09/1968,10.55000324
251,07/09/1968,4.881530322
252,08/09/1968,11.58791797
253,09/09/1968,13.46822135
254,10/09/1968,13.268884
255,11/09/1968,12.35836303
256,12/09/1968,12.35610842
257,13/09/1968,11.53584193
258,14/09/1968,10.41724916
259,15/09/1968,8.385444104
260,16/09/1968,5.83438006
261,17/09/1968,8.215904814
262,18/09/1968,4.34087282
263,19/09/1968,4.771564137
264,20/09/1968,9.344939603
265,21/09/1968,8.32225028
266,22/09/1968,4.978164214
267,23/09/1968,8.571749556
268,24/09/1968,5.697418886
269,25/09/1968,6.293699146
270,26/09/1968,9.587169287
271,27/09/1968,10.78982777
272,28/09/1968,9.957318859
273,29/09/1968,10.18972695
274,30/09/1968,8.362412567
275,01/10/1968,7.789954037
276,02/10/1968,9.551807379
277,03/10/1968,11.28714294
278,04/10/1968,11.24407191
279,05/10/1968,11.21106696
280,06/10/1968,10.37858773
281,07/10/1968,7.857099811
282,08/10/1968,4.515813202
283,09/10/1968,3.18733188
284,10/10/1968,6.571787555
285,11/10/1968,9.830822365
286,12/10/1968,10.86563054
287,13/10/1968,10.18891301
288,14/10/1968,8.01534947
289,15/10/1968,5.780864835
290,16/10/1968,4.529333267
291,17/10/1968,5.387936581
292,18/10/1968,2.313968943
293,19/10/1968,6.717608945
294,20/10/1968,10.71793892
295,21/10/1968,10.30645012
296,22/10/1968,9.655931881
297,23/10/1968,10.80022989
298,24/10/1968,8.534020678
299,25/10/1968,8.682174398
300,26/10/1968,9.065092784
301,27/10/1968,9.756079668
302,28/10/1968,11.51845187
303,29/10/1968,10.38145264
304,30/10/1968,8.890258627
305,31/10/1968,6.999413935
306,01/11/1968,1.636921844
307,02/11/1968,3.028208935
308,03/11/1968,-0.225012631
309,04/11/1968,-3.565123842
310,05/11/1968,-2.033768465
311,06/11/1968,2.082684343
312,07/11/1968,5.764304133
313,08/11/1968,3.218111343
314,09/11/1968,-3.380580812
315,10/11/1968,-1.915705634
316,11/11/1968,5.053515893
317,12/11/1968,6.541242874
318,13/11/1968,6.101900735
319,14/11/1968,6.50565039
320,15/11/1968,3.473130767
321,16/11/1968,-1.582129615
322,17/11/1968,-1.547987949
323,18/11/1968,1.141289375
324,19/11/1968,2.689938871
325,20/11/1968,5.546771001
326,21/11/1968,7.079486865
327,22/11/1968,8.828273456
328,23/11/1968,6.85709814
329,24/11/1968,4.771095537
330,25/11/1968,5.325891188
331,26/11/1968,8.123013476
332,27/11/1968,3.707921602
333,28/11/1968,4.994171121
334,29/11/1968,4.819854667
335,30/11/1968,0.057561698
336,01/12/1968,0.825495992
337,02/12/1968,4.276853261
338,03/12/1968,6.732714756
339,04/12/1968,7.216074754
340,05/12/1968,6.095332361
341,06/12/1968,6.33509062
342,07/12/1968,3.12209478
343,08/12/1968,3.868582033
344,09/12/1968,1.434599321
345,10/12/1968,1.940674817
346,11/12/1968,3.436888887
347,12/12/1968,1.979375828
348,13/12/1968,4.014537031
349,14/12/1968,-2.613418759
350,15/12/1968,-2.868507225
351,16/12/1968,-1.628998508
352,17/12/1968,-0.991800328
353,18/12/1968,0.983041448
354,19/12/1968,-2.607994392
355,20/12/1968,-1.686145184
356,21/12/1968,-3.340936135
357,22/12/1968,-2.348045792
358,23/12/1968,3.323347883
359,24/12/1968,-0.543488169
360,25/12/1968,-0.791620818
361,26/12/1968,-3.707973453
362,27/12/1968,-2.908529215
363,28/12/1968,-3.009055449
364,29/12/1968,-1.430154599
365,30/12/1968,1.761249109
366,31/12/1968,-0.109184958
367,01/01/1969,0.709320642
368,02/01/1969,6.270511592
369,03/01/1969,3.19651033
370,04/01/1969,2.501122144
371,05/01/1969,-1.032609649
372,06/01/1969,-2.002766408
373,07/01/1969,-1.990483365
374,08/01/1969,1.303318792
375,09/01/1969,1.25694516
376,10/01/1969,1.581687452
377,11/01/1969,1.152676745
378,12/01/1969,0.336556512
379,13/01/1969,3.174948238
380,14/01/1969,2.690667216
381,15/01/1969,2.083797281
382,16/01/1969,1.105713184
383,17/01/1969,-1.933139419
384,18/01/1969,-0.090184325
385,19/01/1969,1.669533456
386,20/01/1969,0.843430754
387,21/01/1969,2.783437094
388,22/01/1969,5.010340257
389,23/01/1969,0.373654517
390,24/01/1969,2.670318059
391,25/01/1969,6.255414782
392,26/01/1969,7.631279252
393,27/01/1969,6.806168141
394,28/01/1969,2.62543013
395,29/01/1969,1.659957767
396,30/01/1969,4.629684323
397,31/01/1969,1.317974636
398,01/02/1969,0.142332256
399,02/02/1969,-3.012289186
400,03/02/1969,-5.02825077
401,04/02/1969,-2.593021687
402,05/02/1969,3.656196277
403,06/02/1969,0.377349622
404,07/02/1969,-5.124811473
405,08/02/1969,-5.868580455
406,09/02/1969,-3.951770498
407,10/02/1969,-1.731941083
408,11/02/1969,0.692881261
409,12/02/1969,-1.264003426
410,13/02/1969,-4.307093765
411,14/02/1969,-2.703253708
412,15/02/1969,-6.295213733
413,16/02/1969,-7.976625449
414,17/02/1969,-7.107906709
415,18/02/1969,-5.371166024
416,19/02/1969,-1.323704619
417,20/02/1969,0.999237723
418,21/02/1969,0.258816335
419,22/02/1969,0.890372401
420,23/02/1969,1.659670661
421,24/02/1969,3.316395599
422,25/02/1969,2.41900255
423,26/02/1969,1.433044437
424,27/02/1969,-0.013167384
425,28/02/1969,0.597781671
426,01/03/1969,1.850868705
427,02/03/1969,-1.530749203
428,03/03/1969,-3.167492498
429,04/03/1969,-2.639404875
430,05/03/1969,-3.819001834
431,06/03/1969,-4.342457492
432,07/03/1969,-1.636677567
433,08/03/1969,-1.105055221
434,09/03/1969,-4.262159814
435,10/03/1969,-2.440144314
436,11/03/1969,-0.548512924
437,12/03/1969,0.002032293
438,13/03/1969,0.686590165
439,14/03/1969,0.915598475
440,15/03/1969,1.648308638
441,16/03/1969,1.772101215
442,17/03/1969,0.856254312
443,18/03/1969,0.807195201
444,19/03/1969,0.64668007
445,20/03/1969,1.493169383
446,21/03/1969,2.330125533
447,22/03/1969,0.680446752
448,23/03/1969,-0.037091816
449,24/03/1969,-0.919859514
450,25/03/1969,-1.477166513
451,26/03/1969,-2.014648681
452,27/03/1969,-3.790931422
453,28/03/1969,-2.776382044
454,29/03/1969,1.950527567
455,30/03/1969,5.93719946
456,31/03/1969,3.436953475
457,01/04/1969,-0.569320164
458,02/04/1969,-2.61044307
459,03/04/1969,2.440853812
460,04/04/1969,0.498832716
461,05/04/1969,0.910342487
462,06/04/1969,0.695621848
463,07/04/1969,1.70914326
464,08/04/1969,1.784660292
465,09/04/1969,3.037073865
466,10/04/1969,5.907075114
467,11/04/1969,2.505215908
468,12/04/1969,2.97852826
469,13/04/1969,1.998224065
470,14/04/1969,0.197665578
471,15/04/1969,3.494794208
472,16/04/1969,2.568219562
473,17/04/1969,1.515428171
474,18/04/1969,-1.490568268
475,19/04/1969,-0.603206514
476,20/04/1969,-0.612761935
477,21/04/1969,2.39837515
478,22/04/1969,4.036340719
479,23/04/1969,5.497576436
480,24/04/1969,5.418560905
481,25/04/1969,5.926468968
482,26/04/1969,5.978546678
483,27/04/1969,5.488645775
484,28/04/1969,-0.333677915
485,29/04/1969,3.923590441
486,30/04/1969,3.241468037
487,01/05/1969,1.249374076
488,02/05/1969,4.362039717
489,03/05/1969,4.684460124
490,04/05/1969,5.885706219
491,05/05/1969,6.003606925
492,06/05/1969,6.084529621
493,07/05/1969,5.413512695
494,08/05/1969,6.19552476
495,09/05/1969,6.237777302
496,10/05/1969,5.670376756
497,11/05/1969,6.998891531
498,12/05/1969,7.570240558
499,13/05/1969,10.52995053
500,14/05/1969,10.33077196
501,15/05/1969,9.090398557
502,16/05/1969,6.996046048
503,17/05/1969,3.486515813
504,18/05/1969,3.243567944
505,19/05/1969,1.622298795
506,20/05/1969,1.577770854
507,21/05/1969,2.009742845
508,22/05/1969,3.875414204
509,23/05/1969,6.608787985
510,24/05/1969,6.957851257
511,25/05/1969,8.572818394
512,26/05/1969,9.227445099
513,27/05/1969,7.241513784
514,28/05/1969,8.314637072
515,29/05/1969,3.456983003
516,30/05/1969,9.467154319
517,31/05/1969,8.619443912
518,01/06/1969,6.140516113
519,02/06/1969,5.010865974
520,03/06/1969,8.523989546
521,04/06/1969,3.671004747
522,05/06/1969,4.660755299
523,06/06/1969,5.605210559
524,07/06/1969,9.689805603
525,08/06/1969,8.32022773
526,09/06/1969,9.190254834
527,10/06/1969,8.934009365
528,11/06/1969,8.573082222
529,12/06/1969,9.00674772
530,13/06/1969,11.65655146
531,14/06/1969,9.169026798
532,15/06/1969,11.13852242
533,16/06/1969,12.17804871
534,17/06/1969,9.090505188
535,18/06/1969,11.67440703
536,19/06/1969,10.04006002
537,20/06/1969,10.02011243
538,21/06/1969,4.924818201
539,22/06/1969,10.17831873
540,23/06/1969,9.225154229
541,24/06/1969,10.89630124
542,25/06/1969,8.4996238
543,26/06/1969,7.722196102
544,27/06/1969,8.857819225
545,28/06/1969,9.950036876
546,29/06/1969,11.08031205
547,30/06/1969,11.37980905
548,01/07/1969,11.94954756
549,02/07/1969,13.14938964
550,03/07/1969,9.830995186
551,04/07/1969,10.60180558
552,05/07/1969,10.49657392
553,06/07/1969,8.593100407
554,07/07/1969,8.051840515
555,08/07/1969,8.612380872
556,09/07/1969,10.05829186
557,10/07/1969,10.8461596
558,11/07/1969,12.75085353
559,12/07/1969,13.33114413
560,13/07/1969,12.56293941
561,14/07/1969,10.31478628
562,15/07/1969,11.4311747
563,16/07/1969,13.47677929
564,17/07/1969,10.33784694
565,18/07/1969,9.705382477
566,19/07/1969,11.62733388
567,20/07/1969,12.49581662
568,21/07/1969,14.43877297
569,22/07/1969,15.28921846
570,23/07/1969,12.43623375
571,24/07/1969,10.70557192
572,25/07/1969,7.044535782
573,26/07/1969,12.95003755
574,27/07/1969,11.1289867
575,28/07/1969,10.4862242
576,29/07/1969,10.90369505
577,30/07/1969,7.137300242
578,31/07/1969,11.70550583
579,01/08/1969,10.17310114
580,02/08/1969,13.89982788
581,03/08/1969,12.57856116
582,04/08/1969,12.36909477
583,05/08/1969,12.17706981
584,06/08/1969,8.822135425
585,07/08/1969,11.59999222
586,08/08/1969,13.7382868
587,09/08/1969,15.00132219
588,10/08/1969,14.75177526
589,11/08/1969,16.35643671
590,12/08/1969,13.93378965
591,13/08/1969,14.2605145
592,14/08/1969,13.79461528
593,15/08/1969,14.51167709
594,16/08/1969,11.86834232
595,17/08/1969,10.8480526
596,18/08/1969,11.15922521
597,19/08/1969,11.8934347
598,20/08/1969,11.12973253
599,21/08/1969,9.983685291
600,22/08/1969,9.527091207
601,23/08/1969,10.07402074
602,24/08/1969,4.741208259
603,25/08/1969,10.82533712
604,26/08/1969,11.11957954
605,27/08/1969,10.95426968
606,28/08/1969,11.05068879
607,29/08/1969,7.529247459
608,30/08/1969,10.62658754
609,31/08/1969,10.86031695
610,01/09/1969,9.148187391
611,02/09/1969,6.527033431
612,03/09/1969,12.02160477
613,04/09/1969,11.22814404
614,05/09/1969,13.4002266
615,06/09/1969,11.20623312
616,07/09/1969,12.48975667
617,08/09/1969,12.37169818
618,09/09/1969,13.04086489
619,10/09/1969,10.24277289
620,11/09/1969,10.3045009
621,12/09/1969,7.383561334
622,13/09/1969,8.16987341
623,14/09/1969,9.809429604
624,15/09/1969,5.23918591
625,16/09/1969,7.138556758
626,17/09/1969,11.34432838
627,18/09/1969,13.86452285
628,19/09/1969,11.50273225
629,20/09/1969,11.7026812
630,21/09/1969,7.315791453
631,22/09/1969,8.905118569
632,23/09/1969,9.174336399
633,24/09/1969,11.57955202
634,25/09/1969,8.233167067
635,26/09/1969,10.31903051
636,27/09/1969,5.798700446
637,28/09/1969,6.09746339
638,29/09/1969,4.946096278
639,30/09/1969,6.449436833
640,01/10/1969,2.188800455
641,02/10/1969,5.480838187
642,03/10/1969,10.78363199
643,04/10/1969,11.39548391
644,05/10/1969,9.022499243
645,06/10/1969,8.72766227
646,07/10/1969,9.610350218
647,08/10/1969,10.31641128
648,09/10/1969,10.52374349
649,10/10/1969,11.09835953
650,11/10/1969,9.401442803
651,12/10/1969,11.04760891
652,13/10/1969,11.15149155
653,14/10/1969,12.53091749
654,15/10/1969,12.54155411
655,16/10/1969,13.41230224
656,17/10/1969,12.83606246
657,18/10/1969,7.693040845
658,19/10/1969,7.764875426
659,20/10/1969,8.476325509
660,21/10/1969,9.367874038
661,22/10/1969,10.5369293
662,23/10/1969,7.473477489
663,24/10/1969,7.858566886
664,25/10/1969,8.383969771
665,26/10/1969,9.383672458
666,27/10/1969,10.65757725
667,28/10/1969,11.21350757
668,29/10/1969,6.867717565
669,30/10/1969,7.051598846
670,31/10/1969,9.568685374
671,01/11/1969,9.708710174
672,02/11/1969,6.703808766
673,03/11/1969,6.58886546
674,04/11/1969,1.410271775
675,05/11/1969,-1.226952478
676,06/11/1969,1.348503337
677,07/11/1969,5.29831855
678,08/11/1969,2.283604356
679,09/11/1969,1.066347177
680,10/11/1969,0.960696021
681,11/11/1969,1.710793788
682,12/11/1969,-0.592032259
683,13/11/1969,0.105248638
684,14/11/1969,-0.536700817
685,15/11/1969,-0.272861458
686,16/11/1969,-2.464848614
687,17/11/1969,-3.637579817
688,18/11/1969,-2.655929804
689,19/11/1969,8.306166989
690,20/11/1969,3.189227305
691,21/11/1969,-1.163082174
692,22/11/1969,-0.416035057
693,23/11/1969,1.669803927
694,24/11/1969,-3.487900591
695,25/11/1969,0.285443306
696,26/11/1969,-3.408699038
697,27/11/1969,-0.563747764
698,28/11/1969,-3.742581864
699,29/11/1969,-3.698877628
700,30/11/1969,-1.898833954
701,01/12/1969,-0.154359949
702,02/12/1969,4.766728168
703,03/12/1969,3.048456714
704,04/12/1969,-3.9114728
705,05/12/1969,-3.196377618
706,06/12/1969,-0.801575595
707,07/12/1969,0.200296824
708,08/12/1969,3.033347837
709,09/12/1969,3.621859329
710,10/12/1969,4.071582144
711,11/12/1969,0.12285328
712,12/12/1969,-2.841564092
713,13/12/1969,-2.575047724
714,14/12/1969,2.053304462
715,15/12/1969,0.848454239
716,16/12/1969,-2.292149912
717,17/12/1969,-0.365192118
718,18/12/1969,-0.210597474
719,19/12/1969,-1.623821457
720,20/12/1969,-0.10231543
721,21/12/1969,1.270777623
722,22/12/1969,2.882352543
723,23/12/1969,3.829039503
724,24/12/1969,4.972991281
725,25/12/1969,-0.487565472
726,26/12/1969,-3.21618217
727,27/12/1969,-3.472451874
728,28/12/1969,-1.001062884
729,29/12/1969,-0.73464456
730,30/12/1969,3.500278223
731,31/12/1969,1.461672465
732,01/01/1970,-0.080028541
733,02/01/1970,0.069474318
734,03/01/1970,-4.114410485
735,04/01/1970,-3.185050017
736,05/01/1970,-5.102885962
737,06/01/1970,-6.94354202
738,07/01/1970,-9.692329791
739,08/01/1970,-8.001308482
740,09/01/1970,-1.197183308
741,10/01/1970,1.37725919
742,11/01/1970,1.802563355
743,12/01/1970,2.350973512
744,13/01/1970,2.996201769
745,14/01/1970,3.161086192
746,15/01/1970,6.290551845
747,16/01/1970,2.718928788
748,17/01/1970,1.434270863
749,18/01/1970,1.065084111
750,19/01/1970,2.270275328
751,20/01/1970,4.479702211
752,21/01/1970,6.82982135
753,22/01/1970,4.820903085
754,23/01/1970,4.271882001
755,24/01/1970,4.370508165
756,25/01/1970,3.110732959
757,26/01/1970,3.007578842
758,27/01/1970,-0.179337146
759,28/01/1970,-0.820468947
760,29/01/1970,0.38453922
761,30/01/1970,3.086644175
762,31/01/1970,1.386617391
763,01/02/1970,0.803606076
764,02/02/1970,3.851260324
765,03/02/1970,3.56758436
766,04/02/1970,0.100358041
767,05/02/1970,-1.139268621
768,06/02/1970,-4.847888631
769,07/02/1970,-3.377534307
770,08/02/1970,0.711185706
771,09/02/1970,0.117895701
772,10/02/1970,-4.196671154
773,11/02/1970,-6.289991432
774,12/02/1970,-5.274318405
775,13/02/1970,-5.915137107
776,14/02/1970,-4.608263699
777,15/02/1970,-7.3445463
778,16/02/1970,-5.749273825
779,17/02/1970,-2.512556187
780,18/02/1970,-2.345088014
781,19/02/1970,1.270368164
782,20/02/1970,1.372754632
783,21/02/1970,1.34623934
784,22/02/1970,1.829520308
785,23/02/1970,2.76455736
786,24/02/1970,2.496479253
787,25/02/1970,-2.995265309
788,26/02/1970,-3.477931474
789,27/02/1970,-2.897240832
790,28/02/1970,-2.5072983
791,01/03/1970,-0.098706501
792,02/03/1970,-0.373091369
793,03/03/1970,-1.822173973
794,04/03/1970,-2.147428391
795,05/03/1970,-4.63861631
796,06/03/1970,-3.746956509
797,07/03/1970,-3.555417426
798,08/03/1970,-0.012536329
799,09/03/1970,0.23688275
800,10/03/1970,-0.874693988
801,11/03/1970,0.202348731
802,12/03/1970,0.310260417
803,13/03/1970,1.779587579
804,14/03/1970,-2.420173324
805,15/03/1970,1.722334373
806,16/03/1970,5.078177012
807,17/03/1970,7.285746224
808,18/03/1970,2.051116215
809,19/03/1970,2.021396374
810,20/03/1970,3.761705052
811,21/03/1970,4.556523327
812,22/03/1970,1.844863235
813,23/03/1970,-2.150030236
814,24/03/1970,-3.438058694
815,25/03/1970,-2.363340182
816,26/03/1970,2.395352869
817,27/03/1970,-0.74444129
818,28/03/1970,0.992118763
819,29/03/1970,1.494732995
820,30/03/1970,2.594093008
821,31/03/1970,2.463061815
822,01/04/1970,-1.066447397
823,02/04/1970,-1.214928604
824,03/04/1970,2.817290651
825,04/04/1970,1.374052482
826,05/04/1970,-0.250725042
827,06/04/1970,0.5071692
828,07/04/1970,1.424997031
829,08/04/1970,-0.235015905
830,09/04/1970,1.264679639
831,10/04/1970,0.720710363
832,11/04/1970,-0.896089548
833,12/04/1970,-0.333637507
834,13/04/1970,-0.199243092
835,14/04/1970,-1.81528047
836,15/04/1970,5.303192124
837,16/04/1970,8.382588145
838,17/04/1970,8.706585999
839,18/04/1970,6.476277582
840,19/04/1970,1.505204365
841,20/04/1970,1.481374428
842,21/04/1970,1.603614749
843,22/04/1970,4.367495396
844,23/04/1970,6.939926104
845,24/04/1970,4.5595056
846,25/04/1970,0.262565842
847,26/04/1970,3.375098813
848,27/04/1970,-1.186202981
849,28/04/1970,2.269553493
850,29/04/1970,3.102003078
851,30/04/1970,1.827571179
852,01/05/1970,7.029420044
853,02/05/1970,9.001827227
854,03/05/1970,8.382112295
855,04/05/1970,6.827109707
856,05/05/1970,9.752016477
857,06/05/1970,9.602115993
858,07/05/1970,8.12785558
859,08/05/1970,8.230542243
860,09/05/1970,7.110943373
861,10/05/1970,8.226796137
862,11/05/1970,9.925131324
863,12/05/1970,6.458797529
864,13/05/1970,6.634847991
865,14/05/1970,5.604341033
866,15/05/1970,6.274585512
867,16/05/1970,6.86890052
868,17/05/1970,4.547565165
869,18/05/1970,10.49667716
870,19/05/1970,7.579498023
871,20/05/1970,8.650587773
872,21/05/1970,6.709692384
873,22/05/1970,4.930954283
874,23/05/1970,8.235300205
875,24/05/1970,10.11589906
876,25/05/1970,9.11701416
877,26/05/1970,9.438500807
878,27/05/1970,10.63407548
879,28/05/1970,9.896812385
880,29/05/1970,3.9873116
881,30/05/1970,7.658991104
882,31/05/1970,7.414074206
883,01/06/1970,6.196983465
884,02/06/1970,9.907470407
885,03/06/1970,7.19574061
886,04/06/1970,10.8746219
887,05/06/1970,7.214475548
888,06/06/1970,8.012410736
889,07/06/1970,10.43496862
890,08/06/1970,11.00572064
891,09/06/1970,13.21961165
892,10/06/1970,12.80555914
893,11/06/1970,12.64348112
894,12/06/1970,11.51695709
895,13/06/1970,11.44731949
896,14/06/1970,8.050336418
897,15/06/1970,9.965972873
898,16/06/1970,10.55931259
899,17/06/1970,10.33705578
900,18/06/1970,11.28332292
901,19/06/1970,9.378107624
902,20/06/1970,10.53248141
903,21/06/1970,10.30934453
904,22/06/1970,12.97712241
905,23/06/1970,10.84360133
906,24/06/1970,12.33959699
907,25/06/1970,10.89167117
908,26/06/1970,9.794192415
909,27/06/1970,10.73572136
910,28/06/1970,11.67063599
911,29/06/1970,9.855525775
912,30/06/1970,6.890199218
913,01/07/1970,9.241275706
914,02/07/1970,9.993061721
915,03/07/1970,9.407335224
916,04/07/1970,9.913803936
917,05/07/1970,9.989645459
918,06/07/1970,11.68706755
919,07/07/1970,7.439371481
